Request_Id,Pickup_Point,Driver_Id,Status,Request_Timestamp,Drop _Timestamp,Request_Date,Request_Hour,,Drop_Hour,Trip_Duration(in minutes)
1558,City,185,Cancelled,12-07-2016 06:13,NA,12-07-2016,6,,,
2180,Airport,185,Cancelled,12-07-2016 17:42,NA,12-07-2016,17,,,
3661,Airport,185,Cancelled,13-07-2016 19:28,NA,13-07-2016,19,,,
378,City,186,Cancelled,11-07-2016 08:08,NA,11-07-2016,8,,,
790,Airport,186,Cancelled,11-07-2016 16:56,NA,11-07-2016,16,,,
1700,City,186,Cancelled,12-07-2016 07:58,NA,12-07-2016,7,,,
3788,Airport,186,Cancelled,13-07-2016 20:50,NA,13-07-2016,20,,,
480,City,187,Cancelled,11-07-2016 09:26,NA,11-07-2016,9,,,
1632,City,187,Cancelled,12-07-2016 07:06,NA,12-07-2016,7,,,
3101,City,187,Cancelled,13-07-2016 08:28,NA,13-07-2016,8,,,
5706,City,187,Cancelled,15-07-2016 07:38,NA,15-07-2016,7,,,
5772,City,188,Cancelled,15-07-2016 08:22,NA,15-07-2016,8,,,
129,City,189,Cancelled,11-07-2016 05:10,NA,11-07-2016,5,,,
3119,City,189,Cancelled,13-07-2016 08:35,NA,13-07-2016,8,,,
3228,City,189,Cancelled,13-07-2016 09:58,NA,13-07-2016,9,,,
1569,City,190,Cancelled,12-07-2016 06:21,NA,12-07-2016,6,,,
1820,City,190,Cancelled,12-07-2016 09:24,NA,12-07-2016,9,,,
1840,City,190,Cancelled,12-07-2016 09:37,NA,12-07-2016,9,,,
4323,City,190,Cancelled,14-07-2016 07:00,NA,14-07-2016,7,,,
4346,City,190,Cancelled,14-07-2016 07:21,NA,14-07-2016,7,,,
5785,City,190,Cancelled,15-07-2016 08:32,NA,15-07-2016,8,,,
6400,City,190,Cancelled,15-07-2016 19:18,NA,15-07-2016,19,,,
224,City,191,Cancelled,11-07-2016 06:17,NA,11-07-2016,6,,,
5913,City,191,Cancelled,15-07-2016 09:58,NA,15-07-2016,9,,,
1833,City,192,Cancelled,12-07-2016 09:34,NA,12-07-2016,9,,,
2902,City,192,Cancelled,13-07-2016 05:59,NA,13-07-2016,5,,,
4239,City,192,Cancelled,14-07-2016 05:56,NA,14-07-2016,5,,,
265,City,193,Cancelled,11-07-2016 06:47,NA,11-07-2016,6,,,
833,Airport,193,Cancelled,11-07-2016 17:37,NA,11-07-2016,17,,,
3249,City,193,Cancelled,13-07-2016 10:13,NA,13-07-2016,10,,,
4226,City,193,Cancelled,14-07-2016 05:46,NA,14-07-2016,5,,,
5867,City,193,Cancelled,15-07-2016 09:19,NA,15-07-2016,9,,,
684,City,194,Cancelled,11-07-2016 13:32,NA,11-07-2016,13,,,
718,City,194,Cancelled,11-07-2016 14:51,NA,11-07-2016,14,,,
4145,City,194,Cancelled,14-07-2016 04:56,NA,14-07-2016,4,,,
5489,City,194,Cancelled,15-07-2016 04:52,NA,15-07-2016,4,,,
5651,City,194,Cancelled,15-07-2016 07:00,NA,15-07-2016,7,,,
290,City,195,Cancelled,11-07-2016 07:13,NA,11-07-2016,7,,,
1030,Airport,195,Cancelled,11-07-2016 19:14,NA,11-07-2016,19,,,
3062,City,195,Cancelled,13-07-2016 07:50,NA,13-07-2016,7,,,
5635,City,195,Cancelled,15-07-2016 06:43,NA,15-07-2016,6,,,
5828,City,195,Cancelled,15-07-2016 09:00,NA,15-07-2016,9,,,
2823,City,196,Cancelled,13-07-2016 05:15,NA,13-07-2016,5,,,
4558,City,196,Cancelled,14-07-2016 09:51,NA,14-07-2016,9,,,
5494,City,196,Cancelled,15-07-2016 04:56,NA,15-07-2016,4,,,
5501,City,196,Cancelled,15-07-2016 05:07,NA,15-07-2016,5,,,
526,City,197,Cancelled,11-07-2016 09:46,NA,11-07-2016,9,,,
1887,City,197,Cancelled,12-07-2016 10:08,NA,12-07-2016,10,,,
2944,City,197,Cancelled,13-07-2016 06:33,NA,13-07-2016,6,,,
4413,City,197,Cancelled,14-07-2016 08:07,NA,14-07-2016,8,,,
4420,City,197,Cancelled,14-07-2016 08:13,NA,14-07-2016,8,,,
5486,City,197,Cancelled,15-07-2016 04:51,NA,15-07-2016,4,,,
6010,City,197,Cancelled,15-07-2016 12:25,NA,15-07-2016,12,,,
277,City,198,Cancelled,11-07-2016 06:59,NA,11-07-2016,6,,,
2148,City,198,Cancelled,12-07-2016 17:22,NA,12-07-2016,17,,,
2802,City,198,Cancelled,13-07-2016 04:51,NA,13-07-2016,4,,,
4445,City,198,Cancelled,14-07-2016 08:36,NA,14-07-2016,8,,,
546,City,199,Cancelled,11-07-2016 10:04,NA,11-07-2016,10,,,
1115,Airport,199,Cancelled,11-07-2016 20:23,NA,11-07-2016,20,,,
3177,City,199,Cancelled,13-07-2016 09:13,NA,13-07-2016,9,,,
5587,City,199,Cancelled,15-07-2016 05:58,NA,15-07-2016,5,,,
5628,City,199,Cancelled,15-07-2016 06:34,NA,15-07-2016,6,,,
6173,City,199,Cancelled,15-07-2016 16:45,NA,15-07-2016,16,,,
383,City,200,Cancelled,11-07-2016 08:21,NA,11-07-2016,8,,,
749,Airport,200,Cancelled,11-07-2016 15:48,NA,11-07-2016,15,,,
5733,City,200,Cancelled,15-07-2016 07:51,NA,15-07-2016,7,,,
18,City,201,Cancelled,11-07-2016 01:16,NA,11-07-2016,1,,,
2125,Airport,201,Cancelled,12-07-2016 16:52,NA,12-07-2016,16,,,
5522,City,201,Cancelled,15-07-2016 05:21,NA,15-07-2016,5,,,
5895,City,201,Cancelled,15-07-2016 09:49,NA,15-07-2016,9,,,
192,City,202,Cancelled,11-07-2016 05:56,NA,11-07-2016,5,,,
1469,City,202,Cancelled,12-07-2016 05:05,NA,12-07-2016,5,,,
1486,City,202,Cancelled,12-07-2016 05:20,NA,12-07-2016,5,,,
2971,City,202,Cancelled,13-07-2016 06:53,NA,13-07-2016,6,,,
4331,City,202,Cancelled,14-07-2016 07:10,NA,14-07-2016,7,,,
1739,City,203,Cancelled,12-07-2016 08:30,NA,12-07-2016,8,,,
5679,City,203,Cancelled,15-07-2016 07:09,NA,15-07-2016,7,,,
5750,City,203,Cancelled,15-07-2016 08:03,NA,15-07-2016,8,,,
5856,City,203,Cancelled,15-07-2016 09:08,NA,15-07-2016,9,,,
6033,Airport,203,Cancelled,15-07-2016 12:55,NA,15-07-2016,12,,,
119,City,204,Cancelled,11-07-2016 05:10,NA,11-07-2016,5,,,
641,City,204,Cancelled,11-07-2016 12:31,NA,11-07-2016,12,,,
3144,City,204,Cancelled,13-07-2016 08:55,NA,13-07-2016,8,,,
3404,Airport,204,Cancelled,13-07-2016 15:18,NA,13-07-2016,15,,,
4185,City,204,Cancelled,14-07-2016 05:16,NA,14-07-2016,5,,,
5918,City,204,Cancelled,15-07-2016 10:01,NA,15-07-2016,10,,,
98,City,205,Cancelled,11-07-2016 04:58,NA,11-07-2016,4,,,
1541,City,205,Cancelled,12-07-2016 06:04,NA,12-07-2016,6,,,
2872,City,205,Cancelled,13-07-2016 05:41,NA,13-07-2016,5,,,
3498,City,205,Cancelled,13-07-2016 17:36,NA,13-07-2016,17,,,
5646,City,205,Cancelled,15-07-2016 06:52,NA,15-07-2016,6,,,
5656,City,205,Cancelled,15-07-2016 06:54,NA,15-07-2016,6,,,
130,City,206,Cancelled,11-07-2016 05:12,NA,11-07-2016,5,,,
268,City,206,Cancelled,11-07-2016 06:52,NA,11-07-2016,6,,,
644,Airport,206,Cancelled,11-07-2016 12:29,NA,11-07-2016,12,,,
1572,City,206,Cancelled,12-07-2016 06:22,NA,12-07-2016,6,,,
1619,City,206,Cancelled,12-07-2016 06:53,NA,12-07-2016,6,,,
1668,City,206,Cancelled,12-07-2016 07:35,NA,12-07-2016,7,,,
1707,City,206,Cancelled,12-07-2016 08:10,NA,12-07-2016,8,,,
2113,Airport,206,Cancelled,12-07-2016 16:29,NA,12-07-2016,16,,,
4581,City,206,Cancelled,14-07-2016 10:04,NA,14-07-2016,10,,,
5626,City,206,Cancelled,15-07-2016 06:33,NA,15-07-2016,6,,,
4255,City,207,Cancelled,14-07-2016 06:08,NA,14-07-2016,6,,,
5794,City,207,Cancelled,15-07-2016 08:38,NA,15-07-2016,8,,,
6103,Airport,208,Cancelled,15-07-2016 14:52,NA,15-07-2016,14,,,
302,City,209,Cancelled,11-07-2016 07:17,NA,11-07-2016,7,,,
1137,City,209,Cancelled,11-07-2016 20:32,NA,11-07-2016,20,,,
4304,City,209,Cancelled,14-07-2016 06:50,NA,14-07-2016,6,,,
1702,City,210,Cancelled,12-07-2016 08:02,NA,12-07-2016,8,,,
1762,City,210,Cancelled,12-07-2016 08:50,NA,12-07-2016,8,,,
2373,Airport,210,Cancelled,12-07-2016 19:36,NA,12-07-2016,19,,,
3005,City,210,Cancelled,13-07-2016 07:15,NA,13-07-2016,7,,,
3131,City,210,Cancelled,13-07-2016 08:40,NA,13-07-2016,8,,,
3883,Airport,210,Cancelled,13-07-2016 21:56,NA,13-07-2016,21,,,
6131,Airport,210,Cancelled,15-07-2016 15:38,NA,15-07-2016,15,,,
6302,Airport,210,Cancelled,15-07-2016 18:29,NA,15-07-2016,18,,,
6538,Airport,210,Cancelled,15-07-2016 20:54,NA,15-07-2016,20,,,
244,City,211,Cancelled,11-07-2016 06:31,NA,11-07-2016,6,,,
1216,Airport,211,Cancelled,11-07-2016 21:32,NA,11-07-2016,21,,,
4154,City,211,Cancelled,14-07-2016 05:07,NA,14-07-2016,5,,,
393,City,212,Cancelled,11-07-2016 08:27,NA,11-07-2016,8,,,
419,City,212,Cancelled,11-07-2016 08:42,NA,11-07-2016,8,,,
4311,City,212,Cancelled,14-07-2016 06:52,NA,14-07-2016,6,,,
4404,City,212,Cancelled,14-07-2016 07:55,NA,14-07-2016,7,,,
5675,City,212,Cancelled,15-07-2016 07:08,NA,15-07-2016,7,,,
193,City,213,Cancelled,11-07-2016 05:58,NA,11-07-2016,5,,,
1825,City,213,Cancelled,12-07-2016 09:35,NA,12-07-2016,9,,,
3111,City,213,Cancelled,13-07-2016 08:31,NA,13-07-2016,8,,,
4160,City,213,Cancelled,14-07-2016 05:05,NA,14-07-2016,5,,,
2846,City,214,Cancelled,13-07-2016 05:24,NA,13-07-2016,5,,,
3163,City,214,Cancelled,13-07-2016 09:04,NA,13-07-2016,9,,,
3446,City,214,Cancelled,13-07-2016 16:39,NA,13-07-2016,16,,,
4543,City,214,Cancelled,14-07-2016 09:36,NA,14-07-2016,9,,,
4800,Airport,214,Cancelled,14-07-2016 16:59,NA,14-07-2016,16,,,
107,City,215,Cancelled,11-07-2016 05:02,NA,11-07-2016,5,,,
1594,City,215,Cancelled,12-07-2016 06:41,NA,12-07-2016,6,,,
1791,City,215,Cancelled,12-07-2016 09:08,NA,12-07-2016,9,,,
6050,City,215,Cancelled,15-07-2016 13:35,NA,15-07-2016,13,,,
409,City,216,Cancelled,11-07-2016 08:34,NA,11-07-2016,8,,,
3137,City,216,Cancelled,13-07-2016 08:52,NA,13-07-2016,8,,,
4532,City,216,Cancelled,14-07-2016 09:35,NA,14-07-2016,9,,,
5914,City,216,Cancelled,15-07-2016 09:58,NA,15-07-2016,9,,,
5618,City,217,Cancelled,15-07-2016 06:25,NA,15-07-2016,6,,,
5688,City,217,Cancelled,15-07-2016 07:24,NA,15-07-2016,7,,,
6419,City,217,Cancelled,15-07-2016 19:47,NA,15-07-2016,19,,,
711,City,218,Cancelled,11-07-2016 14:22,NA,11-07-2016,14,,,
4415,City,218,Cancelled,14-07-2016 08:11,NA,14-07-2016,8,,,
4544,City,218,Cancelled,14-07-2016 09:33,NA,14-07-2016,9,,,
3173,City,219,Cancelled,13-07-2016 09:12,NA,13-07-2016,9,,,
6262,Airport,219,Cancelled,15-07-2016 18:05,NA,15-07-2016,18,,,
262,City,220,Cancelled,11-07-2016 06:41,NA,11-07-2016,6,,,
529,City,220,Cancelled,11-07-2016 09:54,NA,11-07-2016,9,,,
1537,City,220,Cancelled,12-07-2016 05:55,NA,12-07-2016,5,,,
1788,City,220,Cancelled,12-07-2016 09:08,NA,12-07-2016,9,,,
5816,City,220,Cancelled,15-07-2016 08:44,NA,15-07-2016,8,,,
3260,City,221,Cancelled,13-07-2016 10:13,NA,13-07-2016,10,,,
4008,City,221,Cancelled,13-07-2016 23:43,NA,13-07-2016,23,,,
4574,City,221,Cancelled,14-07-2016 09:53,NA,14-07-2016,9,,,
1730,City,222,Cancelled,12-07-2016 08:25,NA,12-07-2016,8,,,
2448,Airport,222,Cancelled,12-07-2016 20:26,NA,12-07-2016,20,,,
4570,City,222,Cancelled,14-07-2016 09:51,NA,14-07-2016,9,,,
5529,City,222,Cancelled,15-07-2016 05:24,NA,15-07-2016,5,,,
1506,City,223,Cancelled,12-07-2016 05:37,NA,12-07-2016,5,,,
2651,City,223,Cancelled,12-07-2016 22:56,NA,12-07-2016,22,,,
3185,City,223,Cancelled,13-07-2016 09:24,NA,13-07-2016,9,,,
3421,City,223,Cancelled,13-07-2016 15:42,NA,13-07-2016,15,,,
291,City,224,Cancelled,11-07-2016 07:06,NA,11-07-2016,7,,,
1669,City,224,Cancelled,12-07-2016 07:39,NA,12-07-2016,7,,,
3974,City,224,Cancelled,13-07-2016 23:04,NA,13-07-2016,23,,,
4349,City,224,Cancelled,14-07-2016 07:18,NA,14-07-2016,7,,,
4442,City,224,Cancelled,14-07-2016 08:33,NA,14-07-2016,8,,,
5327,Airport,224,Cancelled,14-07-2016 22:12,NA,14-07-2016,22,,,
2929,City,225,Cancelled,13-07-2016 06:28,NA,13-07-2016,6,,,
3186,City,225,Cancelled,13-07-2016 09:28,NA,13-07-2016,9,,,
4211,City,225,Cancelled,14-07-2016 05:37,NA,14-07-2016,5,,,
5273,Airport,225,Cancelled,14-07-2016 21:29,NA,14-07-2016,21,,,
6445,City,225,Cancelled,15-07-2016 20:01,NA,15-07-2016,20,,,
157,City,226,Cancelled,11-07-2016 05:38,NA,11-07-2016,5,,,
2813,City,226,Cancelled,13-07-2016 05:06,NA,13-07-2016,5,,,
3057,City,226,Cancelled,13-07-2016 07:50,NA,13-07-2016,7,,,
4641,City,226,Cancelled,14-07-2016 11:39,NA,14-07-2016,11,,,
5884,City,226,Cancelled,15-07-2016 09:36,NA,15-07-2016,9,,,
1837,City,227,Cancelled,12-07-2016 09:36,NA,12-07-2016,9,,,
4092,City,227,Cancelled,14-07-2016 02:55,NA,14-07-2016,2,,,
4222,City,227,Cancelled,14-07-2016 05:44,NA,14-07-2016,5,,,
1509,City,228,Cancelled,12-07-2016 05:42,NA,12-07-2016,5,,,
3194,City,228,Cancelled,13-07-2016 09:35,NA,13-07-2016,9,,,
3541,Airport,228,Cancelled,13-07-2016 17:57,NA,13-07-2016,17,,,
1365,City,229,Cancelled,11-07-2016 00:09,NA,11-07-2016,0,,,
1834,City,229,Cancelled,12-07-2016 09:33,NA,12-07-2016,9,,,
4129,City,229,Cancelled,14-07-2016 04:42,NA,14-07-2016,4,,,
4380,City,229,Cancelled,14-07-2016 07:47,NA,14-07-2016,7,,,
4434,City,229,Cancelled,14-07-2016 08:27,NA,14-07-2016,8,,,
5735,City,229,Cancelled,15-07-2016 07:47,NA,15-07-2016,7,,,
6434,Airport,229,Cancelled,15-07-2016 19:49,NA,15-07-2016,19,,,
623,Airport,230,Cancelled,11-07-2016 12:03,NA,11-07-2016,12,,,
1521,City,230,Cancelled,12-07-2016 05:50,NA,12-07-2016,5,,,
2771,City,230,Cancelled,13-07-2016 04:24,NA,13-07-2016,4,,,
2873,City,230,Cancelled,13-07-2016 05:48,NA,13-07-2016,5,,,
3320,Airport,230,Cancelled,13-07-2016 12:21,NA,13-07-2016,12,,,
4571,City,230,Cancelled,14-07-2016 09:49,NA,14-07-2016,9,,,
4600,City,230,Cancelled,14-07-2016 10:08,NA,14-07-2016,10,,,
5341,City,230,Cancelled,14-07-2016 22:34,NA,14-07-2016,22,,,
2435,City,231,Cancelled,12-07-2016 20:11,NA,12-07-2016,20,,,
2919,City,231,Cancelled,13-07-2016 06:19,NA,13-07-2016,6,,,
4712,City,231,Cancelled,14-07-2016 13:23,NA,14-07-2016,13,,,
399,City,232,Cancelled,11-07-2016 08:25,NA,11-07-2016,8,,,
2826,City,232,Cancelled,13-07-2016 05:13,NA,13-07-2016,5,,,
3090,City,232,Cancelled,13-07-2016 08:13,NA,13-07-2016,8,,,
4141,City,232,Cancelled,14-07-2016 04:46,NA,14-07-2016,4,,,
5817,City,232,Cancelled,15-07-2016 08:46,NA,15-07-2016,8,,,
1156,City,233,Cancelled,11-07-2016 20:46,NA,11-07-2016,20,,,
3155,City,233,Cancelled,13-07-2016 09:02,NA,13-07-2016,9,,,
5821,City,233,Cancelled,15-07-2016 08:54,NA,15-07-2016,8,,,
552,City,234,Cancelled,11-07-2016 10:07,NA,11-07-2016,10,,,
589,Airport,234,Cancelled,11-07-2016 11:19,NA,11-07-2016,11,,,
3218,City,234,Cancelled,13-07-2016 09:49,NA,13-07-2016,9,,,
3287,City,234,Cancelled,13-07-2016 11:13,NA,13-07-2016,11,,,
5557,City,234,Cancelled,15-07-2016 05:39,NA,15-07-2016,5,,,
5874,City,234,Cancelled,15-07-2016 09:21,NA,15-07-2016,9,,,
1117,Airport,235,Cancelled,11-07-2016 20:17,NA,11-07-2016,20,,,
2820,City,235,Cancelled,13-07-2016 05:14,NA,13-07-2016,5,,,
3083,City,235,Cancelled,13-07-2016 08:16,NA,13-07-2016,8,,,
185,City,236,Cancelled,11-07-2016 05:43,NA,11-07-2016,5,,,
2922,City,236,Cancelled,13-07-2016 06:25,NA,13-07-2016,6,,,
4379,City,236,Cancelled,14-07-2016 07:43,NA,14-07-2016,7,,,
1846,City,237,Cancelled,12-07-2016 09:43,NA,12-07-2016,9,,,
2778,Airport,237,Cancelled,13-07-2016 04:45,NA,13-07-2016,4,,,
4161,City,237,Cancelled,14-07-2016 05:06,NA,14-07-2016,5,,,
5702,City,237,Cancelled,15-07-2016 07:37,NA,15-07-2016,7,,,
5808,City,237,Cancelled,15-07-2016 08:39,NA,15-07-2016,8,,,
298,City,238,Cancelled,11-07-2016 07:15,NA,11-07-2016,7,,,
4602,Airport,238,Cancelled,14-07-2016 10:13,NA,14-07-2016,10,,,
5650,City,238,Cancelled,15-07-2016 06:59,NA,15-07-2016,6,,,
508,City,239,Cancelled,11-07-2016 09:40,NA,11-07-2016,9,,,
1419,City,239,Cancelled,12-07-2016 03:57,NA,12-07-2016,3,,,
3114,City,239,Cancelled,13-07-2016 08:38,NA,13-07-2016,8,,,
309,City,240,Cancelled,11-07-2016 07:18,NA,11-07-2016,7,,,
327,City,240,Cancelled,11-07-2016 07:33,NA,11-07-2016,7,,,
1491,City,240,Cancelled,12-07-2016 05:36,NA,12-07-2016,5,,,
4392,City,240,Cancelled,14-07-2016 07:56,NA,14-07-2016,7,,,
5396,City,240,Cancelled,15-07-2016 00:54,NA,15-07-2016,0,,,
5767,City,240,Cancelled,15-07-2016 08:19,NA,15-07-2016,8,,,
5498,City,241,Cancelled,15-07-2016 04:56,NA,15-07-2016,4,,,
5755,City,241,Cancelled,15-07-2016 08:05,NA,15-07-2016,8,,,
414,City,242,Cancelled,11-07-2016 08:41,NA,11-07-2016,8,,,
1621,City,242,Cancelled,12-07-2016 06:56,NA,12-07-2016,6,,,
5288,Airport,242,Cancelled,14-07-2016 21:42,NA,14-07-2016,21,,,
1778,City,243,Cancelled,12-07-2016 09:01,NA,12-07-2016,9,,,
5266,Airport,243,Cancelled,14-07-2016 21:26,NA,14-07-2016,21,,,
5836,City,243,Cancelled,15-07-2016 09:02,NA,15-07-2016,9,,,
115,City,244,Cancelled,11-07-2016 05:14,NA,11-07-2016,5,,,
4655,City,244,Cancelled,14-07-2016 12:04,NA,14-07-2016,12,,,
5590,City,244,Cancelled,15-07-2016 06:02,NA,15-07-2016,6,,,
1784,City,245,Cancelled,12-07-2016 09:02,NA,12-07-2016,9,,,
3123,City,245,Cancelled,13-07-2016 08:39,NA,13-07-2016,8,,,
3330,City,245,Cancelled,13-07-2016 12:25,NA,13-07-2016,12,,,
4376,City,245,Cancelled,14-07-2016 07:41,NA,14-07-2016,7,,,
4540,City,245,Cancelled,14-07-2016 09:38,NA,14-07-2016,9,,,
431,City,246,Cancelled,11-07-2016 08:56,NA,11-07-2016,8,,,
1599,City,246,Cancelled,12-07-2016 06:39,NA,12-07-2016,6,,,
1725,City,246,Cancelled,12-07-2016 08:17,NA,12-07-2016,8,,,
4248,City,246,Cancelled,14-07-2016 06:02,NA,14-07-2016,6,,,
133,City,247,Cancelled,11-07-2016 05:14,NA,11-07-2016,5,,,
4170,City,247,Cancelled,14-07-2016 05:09,NA,14-07-2016,5,,,
6057,Airport,247,Cancelled,15-07-2016 13:41,NA,15-07-2016,13,,,
108,City,248,Cancelled,11-07-2016 05:09,NA,11-07-2016,5,,,
1798,City,248,Cancelled,12-07-2016 09:10,NA,12-07-2016,9,,,
1932,City,248,Cancelled,12-07-2016 11:13,NA,12-07-2016,11,,,
5865,City,248,Cancelled,15-07-2016 09:18,NA,15-07-2016,9,,,
5981,City,248,Cancelled,15-07-2016 11:40,NA,15-07-2016,11,,,
363,City,249,Cancelled,11-07-2016 08:02,NA,11-07-2016,8,,,
3153,City,249,Cancelled,13-07-2016 09:03,NA,13-07-2016,9,,,
3196,City,249,Cancelled,13-07-2016 09:37,NA,13-07-2016,9,,,
3214,City,249,Cancelled,13-07-2016 09:46,NA,13-07-2016,9,,,
4171,City,249,Cancelled,14-07-2016 05:11,NA,14-07-2016,5,,,
5824,City,249,Cancelled,15-07-2016 08:50,NA,15-07-2016,8,,,
1866,City,250,Cancelled,12-07-2016 09:52,NA,12-07-2016,9,,,
2958,City,250,Cancelled,13-07-2016 06:46,NA,13-07-2016,6,,,
3181,Airport,250,Cancelled,13-07-2016 09:19,NA,13-07-2016,9,,,
5833,City,250,Cancelled,15-07-2016 08:57,NA,15-07-2016,8,,,
5873,City,250,Cancelled,15-07-2016 09:20,NA,15-07-2016,9,,,
415,Airport,251,Cancelled,11-07-2016 08:37,NA,11-07-2016,8,,,
4439,City,251,Cancelled,14-07-2016 08:27,NA,14-07-2016,8,,,
5761,City,251,Cancelled,15-07-2016 08:18,NA,15-07-2016,8,,,
490,City,252,Cancelled,11-07-2016 09:33,NA,11-07-2016,9,,,
464,City,253,Cancelled,11-07-2016 09:14,NA,11-07-2016,9,,,
725,Airport,253,Cancelled,11-07-2016 15:02,NA,11-07-2016,15,,,
2418,Airport,254,Cancelled,12-07-2016 20:05,NA,12-07-2016,20,,,
4137,City,254,Cancelled,14-07-2016 04:48,NA,14-07-2016,4,,,
780,Airport,255,Cancelled,11-07-2016 16:42,NA,11-07-2016,16,,,
1601,City,255,Cancelled,12-07-2016 06:43,NA,12-07-2016,6,,,
1831,Airport,255,Cancelled,12-07-2016 09:27,NA,12-07-2016,9,,,
5545,City,255,Cancelled,15-07-2016 05:27,NA,15-07-2016,5,,,
2782,City,256,Cancelled,13-07-2016 04:50,NA,13-07-2016,4,,,
4202,City,256,Cancelled,14-07-2016 05:37,NA,14-07-2016,5,,,
4253,City,256,Cancelled,14-07-2016 06:02,NA,14-07-2016,6,,,
4669,City,256,Cancelled,14-07-2016 12:34,NA,14-07-2016,12,,,
5694,City,256,Cancelled,15-07-2016 07:31,NA,15-07-2016,7,,,
5707,City,256,Cancelled,15-07-2016 07:32,NA,15-07-2016,7,,,
5795,City,256,Cancelled,15-07-2016 08:41,NA,15-07-2016,8,,,
4203,City,257,Cancelled,14-07-2016 05:36,NA,14-07-2016,5,,,
5928,City,257,Cancelled,15-07-2016 10:07,NA,15-07-2016,10,,,
471,City,258,Cancelled,11-07-2016 09:22,NA,11-07-2016,9,,,
4505,City,258,Cancelled,14-07-2016 09:09,NA,14-07-2016,9,,,
5876,City,258,Cancelled,15-07-2016 09:27,NA,15-07-2016,9,,,
332,City,259,Cancelled,11-07-2016 07:40,NA,11-07-2016,7,,,
1734,City,259,Cancelled,12-07-2016 08:25,NA,12-07-2016,8,,,
3202,City,259,Cancelled,13-07-2016 09:41,NA,13-07-2016,9,,,
4232,City,259,Cancelled,14-07-2016 05:55,NA,14-07-2016,5,,,
6608,Airport,259,Cancelled,15-07-2016 21:46,NA,15-07-2016,21,,,
1703,City,260,Cancelled,12-07-2016 08:05,NA,12-07-2016,8,,,
3001,City,260,Cancelled,13-07-2016 07:15,NA,13-07-2016,7,,,
3149,City,260,Cancelled,13-07-2016 08:55,NA,13-07-2016,8,,,
4496,City,260,Cancelled,14-07-2016 09:02,NA,14-07-2016,9,,,
1591,City,261,Cancelled,12-07-2016 06:28,NA,12-07-2016,6,,,
1876,City,261,Cancelled,12-07-2016 10:01,NA,12-07-2016,10,,,
4169,City,261,Cancelled,14-07-2016 05:12,NA,14-07-2016,5,,,
4512,City,261,Cancelled,14-07-2016 09:15,NA,14-07-2016,9,,,
2895,City,262,Cancelled,13-07-2016 06:02,NA,13-07-2016,6,,,
4330,City,262,Cancelled,14-07-2016 07:13,NA,14-07-2016,7,,,
4801,City,262,Cancelled,14-07-2016 16:59,NA,14-07-2016,16,,,
5787,City,262,Cancelled,15-07-2016 08:30,NA,15-07-2016,8,,,
743,City,263,Cancelled,11-07-2016 15:37,NA,11-07-2016,15,,,
3704,Airport,263,Cancelled,13-07-2016 19:47,NA,13-07-2016,19,,,
485,City,264,Cancelled,11-07-2016 09:33,NA,11-07-2016,9,,,
647,City,264,Cancelled,11-07-2016 12:37,NA,11-07-2016,12,,,
1858,City,264,Cancelled,12-07-2016 09:54,NA,12-07-2016,9,,,
4755,City,264,Cancelled,14-07-2016 15:17,NA,14-07-2016,15,,,
5769,City,264,Cancelled,15-07-2016 08:21,NA,15-07-2016,8,,,
2988,City,265,Cancelled,13-07-2016 07:09,NA,13-07-2016,7,,,
553,City,266,Cancelled,11-07-2016 10:09,NA,11-07-2016,10,,,
676,City,266,Cancelled,11-07-2016 13:23,NA,11-07-2016,13,,,
1516,City,266,Cancelled,12-07-2016 05:44,NA,12-07-2016,5,,,
1763,City,266,Cancelled,12-07-2016 08:51,NA,12-07-2016,8,,,
4144,City,266,Cancelled,14-07-2016 04:50,NA,14-07-2016,4,,,
6541,Airport,266,Cancelled,15-07-2016 20:54,NA,15-07-2016,20,,,
147,City,267,Cancelled,11-07-2016 05:26,NA,11-07-2016,5,,,
2881,City,267,Cancelled,13-07-2016 05:58,NA,13-07-2016,5,,,
2964,City,267,Cancelled,13-07-2016 06:48,NA,13-07-2016,6,,,
4236,City,267,Cancelled,14-07-2016 05:53,NA,14-07-2016,5,,,
4447,City,267,Cancelled,14-07-2016 08:32,NA,14-07-2016,8,,,
4579,Airport,267,Cancelled,14-07-2016 10:04,NA,14-07-2016,10,,,
5720,City,267,Cancelled,15-07-2016 07:37,NA,15-07-2016,7,,,
5820,City,267,Cancelled,15-07-2016 08:50,NA,15-07-2016,8,,,
6487,Airport,267,Cancelled,15-07-2016 20:23,NA,15-07-2016,20,,,
120,City,268,Cancelled,11-07-2016 05:04,NA,11-07-2016,5,,,
1560,City,268,Cancelled,12-07-2016 06:06,NA,12-07-2016,6,,,
4815,Airport,268,Cancelled,14-07-2016 17:18,NA,14-07-2016,17,,,
166,City,269,Cancelled,11-07-2016 05:41,NA,11-07-2016,5,,,
1655,Airport,269,Cancelled,12-07-2016 07:27,NA,12-07-2016,7,,,
1670,City,269,Cancelled,12-07-2016 07:36,NA,12-07-2016,7,,,
3026,City,269,Cancelled,13-07-2016 07:29,NA,13-07-2016,7,,,
3388,City,269,Cancelled,13-07-2016 14:36,NA,13-07-2016,14,,,
5809,City,269,Cancelled,15-07-2016 08:48,NA,15-07-2016,8,,,
6080,Airport,269,Cancelled,15-07-2016 14:17,NA,15-07-2016,14,,,
